Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
02/02/2022,Rhode Island,2020,11,2020/3/14,196,180,,48,,,,17,,,,45,,0,0
02/02/2022,Rhode Island,2020,12,2020/3/21,220,206,,39,,14,,21,,,0,42,11,0,0
02/02/2022,Rhode Island,2020,13,2020/3/28,200,184,,34,,10,0,,,0,,49,12,,
02/02/2022,Rhode Island,2020,14,2020/4/4,236,221,,49,,,,14,,,0,50,,23,17
02/02/2022,Rhode Island,2020,15,2020/4/11,246,222,,35,,15,,,,,0,53,,52,42
02/02/2022,Rhode Island,2020,16,2020/4/18,273,259,,32,,19,,,,,,46,,94,78
02/02/2022,Rhode Island,2020,17,2020/4/25,297,281,0,35,,10,,11,,0,,52,,104,95
02/02/2022,Rhode Island,2020,18,2020/5/2,332,310,0,46,,14,,11,,,,44,,125,118
02/02/2022,Rhode Island,2020,19,2020/5/9,381,361,,57,,18,,,,,,47,,137,122
02/02/2022,Rhode Island,2020,20,2020/5/16,303,283,,45,,,,,,,0,55,,115,100
02/02/2022,Rhode Island,2020,21,2020/5/23,279,261,,35,,18,,,,,,35,,104,88
02/02/2022,Rhode Island,2020,22,2020/5/30,254,234,,42,,16,0,,,,,44,,72,62
02/02/2022,Rhode Island,2020,23,2020/6/6,241,227,,41,11,13,,,,,,52,,56,44
02/02/2022,Rhode Island,2020,24,2020/6/13,209,192,,31,11,,0,,,,0,52,,27,23
02/02/2022,Rhode Island,2020,25,2020/6/20,237,217,,54,,,,,,,0,45,13,33,28
02/02/2022,Rhode Island,2020,26,2020/6/27,200,178,0,41,,,,11,0,,,36,,23,19
02/02/2022,Rhode Island,2020,27,2020/7/4,177,164,,34,,,,,,,,37,,19,15
02/02/2022,Rhode Island,2020,28,2020/7/11,190,169,,40,,,,,,,,40,,12,
02/02/2022,Rhode Island,2020,29,2020/7/18,190,157,,28,,,0,,,,0,43,,,
02/02/2022,Rhode Island,2020,30,2020/7/25,173,154,,46,,,,10,,,0,31,0,,
02/02/2022,Rhode Island,2020,31,2020/8/1,200,181,,42,,,,,,,,47,12,,
02/02/2022,Rhode Island,2020,32,2020/8/8,209,187,,49,,11,0,,,,,42,,,
02/02/2022,Rhode Island,2020,33,2020/8/15,211,190,0,40,,,,13,,,,42,12,,
02/02/2022,Rhode Island,2020,34,2020/8/22,198,175,,53,,13,,,,,0,36,,17,13
02/02/2022,Rhode Island,2020,35,2020/8/29,187,169,0,44,,,,10,,0,,46,,,
02/02/2022,Rhode Island,2020,36,2020/9/5,207,176,,38,,10,,,,,,33,,,
02/02/2022,Rhode Island,2020,37,2020/9/12,190,168,,39,,,,11,,,0,39,,,
02/02/2022,Rhode Island,2020,38,2020/9/19,194,177,,41,,,,10,,,0,36,,15,12
02/02/2022,Rhode Island,2020,39,2020/9/26,208,187,,48,,,,11,,,0,48,,11,
02/02/2022,Rhode Island,2020,40,2020/10/3,218,199,0,46,,11,,,0,,,46,,10,
02/02/2022,Rhode Island,2020,41,2020/10/10,214,190,,42,,,,,,,,46,14,19,18
02/02/2022,Rhode Island,2020,42,2020/10/17,214,197,,35,,,,,0,,,44,10,25,23
02/02/2022,Rhode Island,2020,43,2020/10/24,196,178,,31,,,,,0,,0,38,10,20,18
02/02/2022,Rhode Island,2020,44,2020/10/31,204,183,,43,,,0,,,,,38,,27,20
02/02/2022,Rhode Island,2020,45,2020/11/7,228,208,,42,,11,,,0,0,,47,,28,22
02/02/2022,Rhode Island,2020,46,2020/11/14,235,213,,40,,,,,,,,40,,39,33
02/02/2022,Rhode Island,2020,47,2020/11/21,226,209,,36,,,,,,,,53,,48,39
02/02/2022,Rhode Island,2020,48,2020/11/28,268,256,0,39,11,11,,,,,0,48,10,69,60
02/02/2022,Rhode Island,2020,49,2020/12/5,289,267,,48,11,18,,,,,,47,10,82,62
02/02/2022,Rhode Island,2020,50,2020/12/12,325,299,,32,,18,,,0,,0,35,12,142,124
02/02/2022,Rhode Island,2020,51,2020/12/19,329,316,,40,,10,,,,,,49,11,137,116
02/02/2022,Rhode Island,2020,52,2020/12/26,302,283,,48,,10,,,,,,42,,99,83
02/02/2022,Rhode Island,2020,53,2021/1/2,284,269,,38,,,,,,,,55,,95,82
02/02/2022,Rhode Island,2021,1,2021/1/9,295,271,,41,,12,,,0,,22,42,10,95,84
02/02/2022,Rhode Island,2021,2,2021/1/16,295,278,0,46,,16,,,,,13,63,,92,69
02/02/2022,Rhode Island,2021,3,2021/1/23,309,287,,35,,14,0,,,,14,61,,95,78
02/02/2022,Rhode Island,2021,4,2021/1/30,263,243,,34,,,,,,,12,49,13,80,71
02/02/2022,Rhode Island,2021,5,2021/2/6,269,249,,44,,11,,,,,,59,,69,52
02/02/2022,Rhode Island,2021,6,2021/2/13,249,229,,39,11,13,0,,,,10,47,,64,50
02/02/2022,Rhode Island,2021,7,2021/2/20,223,206,,42,,,,,,,10,44,,32,24
02/02/2022,Rhode Island,2021,8,2021/2/27,227,205,,32,,15,,,,,15,45,,23,14
02/02/2022,Rhode Island,2021,9,2021/3/6,227,211,,41,10,,,,,,13,43,15,15,10
02/02/2022,Rhode Island,2021,10,2021/3/13,242,229,,41,,10,,,,,14,55,,26,18
02/02/2022,Rhode Island,2021,11,2021/3/20,209,191,,39,,,0,,,11,18,36,,22,18
02/02/2022,Rhode Island,2021,12,2021/3/27,208,196,,45,,,0,10,,,11,43,,,
02/02/2022,Rhode Island,2021,13,2021/4/3,194,175,,49,,,,,,,,37,,13,10
02/02/2022,Rhode Island,2021,14,2021/4/10,216,190,,43,,,0,,,,,58,,12,
02/02/2022,Rhode Island,2021,15,2021/4/17,190,171,,39,,,0,,,,,36,12,14,13
02/02/2022,Rhode Island,2021,16,2021/4/24,202,174,0,38,,,,,,,,48,,,
02/02/2022,Rhode Island,2021,17,2021/5/1,208,189,,40,,,0,11,,,,43,,19,17
02/02/2022,Rhode Island,2021,18,2021/5/8,213,183,0,46,,,,11,,,,39,,11,
02/02/2022,Rhode Island,2021,19,2021/5/15,239,207,0,53,,,,,,,,59,,,
02/02/2022,Rhode Island,2021,20,2021/5/22,192,177,,37,,13,,13,,,,42,,,
02/02/2022,Rhode Island,2021,21,2021/5/29,191,164,0,40,,,,,,,,43,,,
02/02/2022,Rhode Island,2021,22,2021/6/5,187,170,,44,,,,,,,,38,11,,
02/02/2022,Rhode Island,2021,23,2021/6/12,208,183,,45,,,,,,0,,51,,,
02/02/2022,Rhode Island,2021,24,2021/6/19,168,148,,36,,,,,,,,41,,,
02/02/2022,Rhode Island,2021,25,2021/6/26,193,175,,39,,,,,,,,48,11,,
02/02/2022,Rhode Island,2021,26,2021/7/3,185,164,,36,,,,,,,,35,10,,
02/02/2022,Rhode Island,2021,27,2021/7/10,188,167,,44,,,,,,,,38,,,
02/02/2022,Rhode Island,2021,28,2021/7/17,195,172,,45,,10,,12,,,,39,,0,0
02/02/2022,Rhode Island,2021,29,2021/7/24,177,166,0,40,,,,,,,0,42,12,,
02/02/2022,Rhode Island,2021,30,2021/7/31,183,167,,39,,10,,,,,0,37,,,
02/02/2022,Rhode Island,2021,31,2021/8/7,228,202,0,50,,,,10,0,,,41,12,,
02/02/2022,Rhode Island,2021,32,2021/8/14,189,166,,47,,11,,,,,,38,,,
02/02/2022,Rhode Island,2021,33,2021/8/21,208,184,0,40,,,,,,,,49,13,,
02/02/2022,Rhode Island,2021,34,2021/8/28,220,201,0,41,,11,,12,,,,38,18,12,10
02/02/2022,Rhode Island,2021,35,2021/9/4,212,182,,51,,,,10,,,0,38,,10,10
02/02/2022,Rhode Island,2021,36,2021/9/11,214,188,0,37,,,,,,0,,33,,27,26
02/02/2022,Rhode Island,2021,37,2021/9/18,201,185,,43,,,,11,,0,,45,11,12,10
02/02/2022,Rhode Island,2021,38,2021/9/25,217,199,,41,,,,,,,,46,,11,
02/02/2022,Rhode Island,2021,39,2021/10/2,209,198,,38,,,0,12,,,,52,,13,12
02/02/2022,Rhode Island,2021,40,2021/10/9,220,198,,39,,10,,,,,,44,,13,11
02/02/2022,Rhode Island,2021,41,2021/10/16,231,217,,50,,11,,,,,15,56,,10,
02/02/2022,Rhode Island,2021,42,2021/10/23,213,200,,36,,11,,,,,11,39,16,13,13
02/02/2022,Rhode Island,2021,43,2021/10/30,212,197,,44,,13,,,0,,10,39,12,,
02/02/2022,Rhode Island,2021,44,2021/11/6,208,189,,33,,14,,14,,,16,32,,,
02/02/2022,Rhode Island,2021,45,2021/11/13,220,205,0,36,,,,12,,,27,48,11,10,10
02/02/2022,Rhode Island,2021,46,2021/11/20,244,229,,44,,,,12,,,31,35,,19,15
02/02/2022,Rhode Island,2021,47,2021/11/27,238,227,0,36,,16,,,,,34,45,10,15,13
02/02/2022,Rhode Island,2021,48,2021/12/4,240,225,,36,,15,,,,,15,60,,20,16
02/02/2022,Rhode Island,2021,49,2021/12/11,139,133,,31,,,0,,,,15,18,,16,12
02/02/2022,Rhode Island,2021,50,2021/12/18,92,84,0,17,,,0,,,,,14,0,13,11
02/02/2022,Rhode Island,2021,51,2021/12/25,100,98,0,13,,,,,,,,23,,18,16
02/02/2022,Rhode Island,2021,52,2022/1/1,140,136,,22,,,,,0,,,31,,21,21
02/02/2022,Rhode Island,2022,1,2022/1/8,188,184,0,26,,,,11,,,,43,,38,34
02/02/2022,Rhode Island,2022,2,2022/1/15,175,173,0,28,,,,,,,10,32,,45,43
02/02/2022,Rhode Island,2022,3,2022/1/22,147,145,,27,,,,,,,,22,,54,48
02/02/2022,South Carolina,2020,1,2020/1/4,1084,994,14,192,36,53,30,85,19,29,,222,51,0,0
02/02/2022,South Carolina,2020,2,2020/1/11,1081,987,24,210,41,55,21,70,33,27,10,212,47,0,0
02/02/2022,South Carolina,2020,3,2020/1/18,1048,951,14,220,40,39,19,71,18,27,,205,49,0,0
02/02/2022,South Carolina,2020,4,2020/1/25,1033,931,18,193,38,51,19,66,25,23,,213,59,0,0
02/02/2022,South Carolina,2020,5,2020/2/1,1032,944,20,206,40,40,23,61,14,11,,237,47,0,0
02/02/2022,South Carolina,2020,6,2020/2/8,1096,995,20,199,42,45,29,69,25,17,,243,44,0,0
02/02/2022,South Carolina,2020,7,2020/2/15,1003,906,23,196,27,50,27,58,17,15,17,208,40,0,0
02/02/2022,South Carolina,2020,8,2020/2/22,1035,946,17,199,32,57,13,74,20,20,11,219,52,0,0
02/02/2022,South Carolina,2020,9,2020/2/29,1044,953,22,198,38,44,20,76,15,22,,222,43,0,0
02/02/2022,South Carolina,2020,10,2020/3/7,1133,1017,11,217,37,61,25,62,27,19,13,240,68,0,0
02/02/2022,South Carolina,2020,11,2020/3/14,1103,1013,15,214,35,60,16,59,26,23,,223,62,0,0
02/02/2022,South Carolina,2020,12,2020/3/21,1067,967,15,212,31,60,18,56,16,13,,235,58,,
02/02/2022,South Carolina,2020,13,2020/3/28,1039,946,13,215,31,47,21,59,27,30,10,205,50,19,17
02/02/2022,South Carolina,2020,14,2020/4/4,1048,951,14,187,44,56,15,60,20,18,12,213,38,36,35
02/02/2022,South Carolina,2020,15,2020/4/11,1138,1029,12,200,45,53,14,52,20,17,11,228,57,57,51
02/02/2022,South Carolina,2020,16,2020/4/18,1049,938,15,175,36,57,15,59,22,17,13,214,56,47,43
02/02/2022,South Carolina,2020,17,2020/4/25,1023,924,14,195,23,45,11,61,10,15,12,205,54,62,62
02/02/2022,South Carolina,2020,18,2020/5/2,1033,925,17,196,33,49,16,53,17,17,15,189,59,63,61
02/02/2022,South Carolina,2020,19,2020/5/9,1060,954,23,206,42,33,15,46,21,20,,208,48,72,69
02/02/2022,South Carolina,2020,20,2020/5/16,1110,994,15,196,35,46,10,69,12,12,11,203,58,68,66
02/02/2022,South Carolina,2020,21,2020/5/23,1046,918,17,210,43,35,,53,14,14,,200,61,59,56
02/02/2022,South Carolina,2020,22,2020/5/30,1048,927,17,181,35,34,,55,15,13,12,188,50,65,60
02/02/2022,South Carolina,2020,23,2020/6/6,1037,925,16,196,23,50,14,59,14,19,,207,47,64,58
02/02/2022,South Carolina,2020,24,2020/6/13,1079,947,14,209,33,50,12,55,20,19,,187,43,50,43
02/02/2022,South Carolina,2020,25,2020/6/20,1052,927,,185,49,47,,56,13,18,,189,63,57,52
02/02/2022,South Carolina,2020,26,2020/6/27,1099,984,11,187,38,41,11,49,21,20,,219,66,85,77
02/02/2022,South Carolina,2020,27,2020/7/4,1197,1066,13,203,27,60,,63,11,18,,258,53,129,114
02/02/2022,South Carolina,2020,28,2020/7/11,1218,1095,23,212,29,61,11,44,15,17,,212,60,146,135
02/02/2022,South Carolina,2020,29,2020/7/18,1334,1209,21,199,49,57,14,57,16,21,12,221,61,230,205
02/02/2022,South Carolina,2020,30,2020/7/25,1352,1257,13,213,38,59,15,48,12,17,,227,44,321,303
02/02/2022,South Carolina,2020,31,2020/8/1,1329,1206,22,177,38,58,,60,23,22,,213,57,288,271
02/02/2022,South Carolina,2020,32,2020/8/8,1368,1254,20,212,41,54,12,66,12,17,13,224,56,269,246
02/02/2022,South Carolina,2020,33,2020/8/15,1319,1217,22,222,37,64,15,52,12,15,,232,59,241,212
02/02/2022,South Carolina,2020,34,2020/8/22,1181,1073,16,200,27,52,,54,16,23,,192,51,207,186
02/02/2022,South Carolina,2020,35,2020/8/29,1240,1127,17,215,31,51,,41,14,26,,210,56,201,180
02/02/2022,South Carolina,2020,36,2020/9/5,1243,1113,16,215,44,50,10,52,18,19,,218,54,183,154
02/02/2022,South Carolina,2020,37,2020/9/12,1186,1048,13,215,31,57,,53,14,12,,215,61,143,123
02/02/2022,South Carolina,2020,38,2020/9/19,1142,1032,15,215,36,34,17,62,18,18,,193,41,137,123
02/02/2022,South Carolina,2020,39,2020/9/26,1151,1037,20,202,35,40,16,59,19,18,10,197,51,122,108
02/02/2022,South Carolina,2020,40,2020/10/3,1141,1030,24,203,30,46,11,53,20,21,,215,45,104,97
02/02/2022,South Carolina,2020,41,2020/10/10,1133,1034,15,210,38,38,,59,12,16,,241,53,91,82
02/02/2022,South Carolina,2020,42,2020/10/17,1062,958,14,179,34,45,,51,17,17,,195,41,118,109
02/02/2022,South Carolina,2020,43,2020/10/24,1147,1042,14,207,23,43,,57,16,20,,223,58,127,118
02/02/2022,South Carolina,2020,44,2020/10/31,1224,1109,17,205,42,49,14,62,12,19,,227,63,123,111
02/02/2022,South Carolina,2020,45,2020/11/7,1185,1056,26,202,41,46,,49,20,19,,225,38,116,105
02/02/2022,South Carolina,2020,46,2020/11/14,1136,1030,19,216,46,40,11,51,16,13,,192,55,119,104
02/02/2022,South Carolina,2020,47,2020/11/21,1192,1059,19,184,34,43,12,50,19,18,14,214,70,129,110
02/02/2022,South Carolina,2020,48,2020/11/28,1214,1102,14,199,38,58,14,56,20,18,,225,56,136,127
02/02/2022,South Carolina,2020,49,2020/12/5,1287,1173,24,195,42,50,14,46,24,20,,226,66,189,178
02/02/2022,South Carolina,2020,50,2020/12/12,1281,1178,20,224,44,51,12,51,19,17,10,237,55,192,168
02/02/2022,South Carolina,2020,51,2020/12/19,1367,1252,18,199,50,42,12,57,23,25,13,239,48,262,230
02/02/2022,South Carolina,2020,52,2020/12/26,1419,1310,20,208,40,41,11,61,17,21,,243,57,312,290
02/02/2022,South Carolina,2020,53,2021/1/2,1511,1405,20,183,63,60,,67,21,22,,246,72,369,337
02/02/2022,South Carolina,2021,1,2021/1/9,1591,1452,15,207,41,46,16,59,17,19,12,279,67,433,401
02/02/2022,South Carolina,2021,2,2021/1/16,1642,1520,18,191,58,59,19,76,28,15,,255,60,506,465
02/02/2022,South Carolina,2021,3,2021/1/23,1701,1605,15,221,47,71,17,65,20,19,,266,59,517,480
02/02/2022,South Carolina,2021,4,2021/1/30,1582,1474,16,208,45,52,14,68,26,20,,265,80,466,418
02/02/2022,South Carolina,2021,5,2021/2/6,1502,1381,19,205,35,62,11,61,17,30,,240,60,397,356
02/02/2022,South Carolina,2021,6,2021/2/13,1369,1278,19,180,32,46,,62,16,19,11,246,83,309,283
02/02/2022,South Carolina,2021,7,2021/2/20,1253,1141,11,200,34,56,,58,24,12,,239,59,225,201
02/02/2022,South Carolina,2021,8,2021/2/27,1239,1137,13,213,42,58,11,52,13,15,,242,53,188,171
02/02/2022,South Carolina,2021,9,2021/3/6,1195,1095,14,204,45,53,19,51,16,19,,226,59,155,126
02/02/2022,South Carolina,2021,10,2021/3/13,1168,1050,18,195,26,54,,60,17,15,,218,62,123,107
02/02/2022,South Carolina,2021,11,2021/3/20,1053,942,22,183,26,39,,47,12,19,,214,60,93,73
02/02/2022,South Carolina,2021,12,2021/3/27,1103,996,11,201,36,55,11,49,17,12,,225,56,86,76
02/02/2022,South Carolina,2021,13,2021/4/3,999,888,13,160,25,41,10,59,16,13,13,205,50,70,60
02/02/2022,South Carolina,2021,14,2021/4/10,1131,1001,11,223,29,53,,48,13,20,10,208,53,78,63
02/02/2022,South Carolina,2021,15,2021/4/17,1099,986,19,202,39,44,,33,21,17,,228,57,78,66
02/02/2022,South Carolina,2021,16,2021/4/24,1067,930,12,183,33,41,,53,11,12,,215,58,89,74
02/02/2022,South Carolina,2021,17,2021/5/1,1152,1010,13,233,27,35,13,59,14,19,,217,47,74,65
02/02/2022,South Carolina,2021,18,2021/5/8,1072,947,16,184,33,38,11,67,20,15,10,227,53,60,53
02/02/2022,South Carolina,2021,19,2021/5/15,1085,960,10,193,37,50,,60,17,18,,214,60,63,54
02/02/2022,South Carolina,2021,20,2021/5/22,1025,893,15,202,16,37,10,53,16,12,,196,54,33,23
02/02/2022,South Carolina,2021,21,2021/5/29,1026,906,13,198,27,37,12,53,24,,14,209,50,32,24
02/02/2022,South Carolina,2021,22,2021/6/5,1032,907,12,198,24,45,,50,15,17,,194,55,31,23
02/02/2022,South Carolina,2021,23,2021/6/12,1033,904,10,189,23,44,10,49,22,19,,215,59,28,26
02/02/2022,South Carolina,2021,24,2021/6/19,1079,957,10,206,23,41,14,57,19,17,15,234,54,23,17
02/02/2022,South Carolina,2021,25,2021/6/26,1033,906,15,194,24,51,15,45,11,16,15,195,56,18,14
02/02/2022,South Carolina,2021,26,2021/7/3,1030,892,17,194,26,28,,62,11,20,,214,61,20,15
02/02/2022,South Carolina,2021,27,2021/7/10,1042,918,12,217,26,41,16,47,16,20,,209,68,25,16
02/02/2022,South Carolina,2021,28,2021/7/17,1025,908,17,216,27,32,12,59,17,22,,215,59,21,15
02/02/2022,South Carolina,2021,29,2021/7/24,1076,952,16,201,22,43,13,55,12,16,11,218,56,35,32
02/02/2022,South Carolina,2021,30,2021/7/31,1108,994,15,217,24,44,12,48,16,22,11,241,50,54,50
02/02/2022,South Carolina,2021,31,2021/8/7,1136,1015,14,204,35,46,12,48,16,12,17,209,41,113,104
02/02/2022,South Carolina,2021,32,2021/8/14,1270,1140,26,194,34,50,11,35,16,13,19,254,69,192,178
02/02/2022,South Carolina,2021,33,2021/8/21,1341,1206,13,197,31,47,,60,20,15,25,232,61,274,255
02/02/2022,South Carolina,2021,34,2021/8/28,1329,1238,12,204,32,36,,57,19,17,17,190,52,349,329
02/02/2022,South Carolina,2021,35,2021/9/4,1404,1299,10,184,37,44,,53,13,,28,231,69,379,352
02/02/2022,South Carolina,2021,36,2021/9/11,1274,1170,10,169,32,40,,48,21,18,25,177,41,392,372
02/02/2022,South Carolina,2021,37,2021/9/18,1408,1305,11,173,38,44,11,38,17,11,29,222,40,486,458
02/02/2022,South Carolina,2021,38,2021/9/25,1264,1179,11,185,24,43,15,42,14,19,39,172,51,393,368
02/02/2022,South Carolina,2021,39,2021/10/2,979,897,,128,30,39,,33,11,10,45,166,32,242,222
02/02/2022,South Carolina,2021,40,2021/10/9,1336,1254,18,208,33,44,10,55,17,19,46,192,57,330,302
02/02/2022,South Carolina,2021,41,2021/10/16,1165,1081,,183,18,46,,60,17,13,61,203,54,216,199
02/02/2022,South Carolina,2021,42,2021/10/23,1030,959,17,142,26,38,,49,10,17,61,197,45,168,149
02/02/2022,South Carolina,2021,43,2021/10/30,1011,945,15,162,28,30,21,37,,16,65,178,47,112,101
02/02/2022,South Carolina,2021,44,2021/11/6,855,792,16,131,37,25,,36,12,18,57,150,51,80,68
02/02/2022,South Carolina,2021,45,2021/11/13,946,868,12,152,23,31,,33,,16,65,196,50,78,69
02/02/2022,South Carolina,2021,46,2021/11/20,995,929,10,167,26,33,,47,14,16,64,202,50,81,75
02/02/2022,South Carolina,2021,47,2021/11/27,1102,1022,22,164,40,44,,49,13,14,67,190,56,89,80
02/02/2022,South Carolina,2021,48,2021/12/4,1065,1009,14,183,13,38,15,50,15,14,68,241,51,60,49
02/02/2022,South Carolina,2021,49,2021/12/11,869,814,18,147,25,28,12,43,13,11,56,172,49,54,49
02/02/2022,South Carolina,2021,50,2021/12/18,518,489,11,82,12,24,,22,,,28,101,29,36,34
02/02/2022,South Carolina,2021,51,2021/12/25,629,595,,107,21,25,,31,,,48,124,35,57,49
02/02/2022,South Carolina,2021,52,2022/1/1,542,513,,90,16,21,,33,,,40,116,19,50,43
02/02/2022,South Carolina,2022,1,2022/1/8,503,488,,77,18,17,,22,10,,44,105,11,63,56
02/02/2022,South Carolina,2022,2,2022/1/15,650,630,,92,19,26,,37,15,,63,110,39,105,92
02/02/2022,South Carolina,2022,3,2022/1/22,401,399,,57,12,16,,21,,,29,76,26,80,77
02/02/2022,South Dakota,2020,1,2020/1/4,170,145,,38,,,,,,,0,39,10,0,0
02/02/2022,South Dakota,2020,2,2020/1/11,170,157,0,38,,,,13,,,0,33,11,0,0
02/02/2022,South Dakota,2020,3,2020/1/18,168,155,0,30,,12,,,0,0,0,44,,0,0
02/02/2022,South Dakota,2020,4,2020/1/25,151,142,,32,,15,,,,,0,29,11,0,0
02/02/2022,South Dakota,2020,5,2020/2/1,162,152,,39,,11,,,,,,41,,0,0
02/02/2022,South Dakota,2020,6,2020/2/8,150,143,,41,,,,10,,,0,25,19,0,0
02/02/2022,South Dakota,2020,7,2020/2/15,178,165,,38,,12,,13,,,0,36,,0,0
02/02/2022,South Dakota,2020,8,2020/2/22,177,158,,35,12,15,,12,,,,36,13,0,0
02/02/2022,South Dakota,2020,9,2020/2/29,163,149,,32,,,,12,,,,33,12,0,0
02/02/2022,South Dakota,2020,10,2020/3/7,194,182,,50,,13,,17,,0,0,41,,0,0
02/02/2022,South Dakota,2020,11,2020/3/14,166,155,,35,10,11,,10,,,0,42,,,
02/02/2022,South Dakota,2020,12,2020/3/21,162,152,,28,,,,14,,,0,26,12,0,0
02/02/2022,South Dakota,2020,13,2020/3/28,149,140,,36,,,,10,,0,,27,,,
02/02/2022,South Dakota,2020,14,2020/4/4,170,154,,39,,,0,10,0,0,,35,11,,
02/02/2022,South Dakota,2020,15,2020/4/11,150,138,,26,,11,,,,,0,42,,,
02/02/2022,South Dakota,2020,16,2020/4/18,154,142,,31,,,,,,,,26,,,
02/02/2022,South Dakota,2020,17,2020/4/25,176,160,,36,,14,,,,0,0,36,10,,
02/02/2022,South Dakota,2020,18,2020/5/2,159,143,,32,,,,,,0,0,26,,16,16
02/02/2022,South Dakota,2020,19,2020/5/9,181,159,,33,,,,18,,0,0,33,11,15,15
02/02/2022,South Dakota,2020,20,2020/5/16,147,133,,26,,,,,0,,0,39,,,
02/02/2022,South Dakota,2020,21,2020/5/23,162,150,,28,,10,,,,,0,39,,,
02/02/2022,South Dakota,2020,22,2020/5/30,157,147,,39,,,0,10,,,0,30,,10,10
02/02/2022,South Dakota,2020,23,2020/6/6,147,127,0,27,,,,,0,0,,28,,,
02/02/2022,South Dakota,2020,24,2020/6/13,159,142,,23,,,,,,,,35,,11,11
02/02/2022,South Dakota,2020,25,2020/6/20,176,155,,39,,,,10,,,,32,,12,12
02/02/2022,South Dakota,2020,26,2020/6/27,163,138,,39,,15,0,,,,0,28,,10,10
02/02/2022,South Dakota,2020,27,2020/7/4,160,139,,28,,,,,,,,38,,,
02/02/2022,South Dakota,2020,28,2020/7/11,172,158,0,39,,11,,10,0,0,,23,,14,14
02/02/2022,South Dakota,2020,29,2020/7/18,158,149,,38,,10,,,0,0,,30,,,
02/02/2022,South Dakota,2020,30,2020/7/25,173,155,,31,10,10,,,,,,30,,15,13
02/02/2022,South Dakota,2020,31,2020/8/1,151,135,0,42,,,,,,,0,34,,,
02/02/2022,South Dakota,2020,32,2020/8/8,187,165,,47,10,11,0,,,,,27,,,
02/02/2022,South Dakota,2020,33,2020/8/15,162,133,,29,,,,,,0,,37,,11,10
02/02/2022,South Dakota,2020,34,2020/8/22,169,148,,30,,13,,,0,,,33,10,10,10
02/02/2022,South Dakota,2020,35,2020/8/29,189,165,,36,,,,,,,,40,,13,12
02/02/2022,South Dakota,2020,36,2020/9/5,209,183,,48,10,,,11,0,0,0,39,,18,18
02/02/2022,South Dakota,2020,37,2020/9/12,182,166,,30,,11,0,,,,0,41,,20,16
02/02/2022,South Dakota,2020,38,2020/9/19,181,162,,33,,11,,,,,,39,,26,21
02/02/2022,South Dakota,2020,39,2020/9/26,191,177,,32,,,,,,0,0,44,,35,31
02/02/2022,South Dakota,2020,40,2020/10/3,206,193,,33,,,0,,,,,40,11,41,37
02/02/2022,South Dakota,2020,41,2020/10/10,215,198,,30,12,12,,,,,0,44,,44,37
02/02/2022,South Dakota,2020,42,2020/10/17,201,185,0,30,,10,,,,,,37,,54,51
02/02/2022,South Dakota,2020,43,2020/10/24,243,221,,41,,13,,,,,0,38,,60,57
02/02/2022,South Dakota,2020,44,2020/10/31,243,232,,31,,,,,,0,,41,13,87,79
02/02/2022,South Dakota,2020,45,2020/11/7,356,325,,32,,12,,,,,,48,16,149,142
02/02/2022,South Dakota,2020,46,2020/11/14,343,327,,37,,,,,,,0,38,12,168,156
02/02/2022,South Dakota,2020,47,2020/11/21,335,318,,37,,15,,,,0,0,30,,174,166
02/02/2022,South Dakota,2020,48,2020/11/28,335,320,,33,10,14,,,,,,34,10,163,155
02/02/2022,South Dakota,2020,49,2020/12/5,305,286,,29,,16,,12,,,0,31,,147,135
02/02/2022,South Dakota,2020,50,2020/12/12,283,266,,24,,10,,10,,0,0,36,,137,126
02/02/2022,South Dakota,2020,51,2020/12/19,236,223,,28,,,,,,,0,29,,95,89
02/02/2022,South Dakota,2020,52,2020/12/26,206,192,,33,10,,,12,,0,,25,,58,50
02/02/2022,South Dakota,2020,53,2021/1/2,211,196,,33,,11,,,,,,40,,55,44
02/02/2022,South Dakota,2021,1,2021/1/9,220,201,0,33,,,,,,,0,36,,65,56
02/02/2022,South Dakota,2021,2,2021/1/16,188,174,,36,10,,,10,,,0,30,,36,31
02/02/2022,South Dakota,2021,3,2021/1/23,191,179,,34,,,,,,,0,36,,34,31
02/02/2022,South Dakota,2021,4,2021/1/30,204,186,,43,,,0,,,,,36,,29,23
02/02/2022,South Dakota,2021,5,2021/2/6,189,166,,27,,13,,,,,,36,,30,25
02/02/2022,South Dakota,2021,6,2021/2/13,181,162,,30,,,,10,,0,,40,,20,14
02/02/2022,South Dakota,2021,7,2021/2/20,166,146,0,30,,,0,,,0,0,40,12,12,
02/02/2022,South Dakota,2021,8,2021/2/27,180,164,,28,10,14,,10,,,0,43,,13,10
